,Unnamed: 0,ID урока,Дата старта урока,Текст сообщения,Дата сообщения,Разметка,len_text,Время от начала урока,Вежливость,Технические проблемы,Хорошее объяснение материала,Плохое объяснение материала и сложность,Помощь и понимание,Реклама и спам,Оскорбления и конфликты,Опоздание
391,391,321816.0,2024-03-23 12:51:59,Александр молодец конечно,2024-03-23 13:47:54,,25,55.91666666666666,0,0,1,0,0,0,0,0
392,392,321816.0,2024-03-23 12:51:59,а то мы все молчим,2024-03-23 13:48:10,,18,56.18333333333333,0,1,0,0,0,0,0,0
393,393,321816.0,2024-03-23 12:51:59,сразу идея хорошая,2024-03-23 13:49:03,,18,57.06666666666667,0,0,1,0,0,0,0,0
394,394,321816.0,2024-03-23 12:51:59,согласен,2024-03-23 13:49:10,,8,57.18333333333333,0,0,0,1,0,0,0,0
395,395,321816.0,2024-03-23 12:51:59,продуманно да,2024-03-23 13:49:12,,13,57.21666666666667,0,0,1,0,0,0,0,0
396,396,321816.0,2024-03-23 12:51:59,очень классно,2024-03-23 13:51:04,,13,59.083333333333336,0,0,1,0,0,0,0,0
397,397,321816.0,2024-03-23 12:51:59,мне очень нравится,2024-03-23 13:51:19,,18,59.333333333333336,0,0,1,0,0,0,0,0
398,398,321816.0,2024-03-23 12:51:59,имба проект,2024-03-23 13:51:24,,11,59.41666666666666,0,0,0,0,0,1,0,0
399,399,321816.0,2024-03-23 12:51:59,я добвалю,2024-03-23 13:51:37,,9,59.63333333333333,0,1,0,0,0,0,0,0
400,400,321816.0,2024-03-23 12:51:59,очень красивый,2024-03-23 13:51:41,,14,59.7,0,0,1,0,0,0,0,0
401,401,321816.0,2024-03-23 12:51:59,у всех очень классные проекты,2024-03-23 13:51:51,,29,59.86666666666667,0,0,1,0,0,0,0,0
402,402,321816.0,2024-03-23 12:51:59,пропал,2024-03-23 13:53:52,,6,61.88333333333333,0,1,0,0,0,0,0,0
403,403,321816.0,2024-03-23 12:51:59,да ну нет,2024-03-23 13:53:57,,9,61.96666666666667,0,0,0,1,0,0,0,0
404,404,321816.0,2024-03-23 12:51:59,подождите,2024-03-23 13:54:00,,9,62.016666666666666,0,0,0,0,0,0,0,1
405,405,321816.0,2024-03-23 12:51:59,ахаахаха,2024-03-23 13:54:02,,8,62.05,0,0,0,1,0,0,0,0
406,406,321816.0,2024-03-23 12:51:59,я картинки не добавил,2024-03-23 13:54:04,,21,62.083333333333336,0,0,0,1,0,0,0,0
407,407,321816.0,2024-03-23 12:51:59,щас щас щас,2024-03-23 13:54:07,,11,62.13333333333333,0,0,0,1,0,0,0,0
408,408,321816.0,2024-03-23 12:51:59,ахаахах,2024-03-23 13:54:09,,7,62.16666666666666,0,0,0,1,0,0,0,0
409,409,321816.0,2024-03-23 12:51:59,а ну ладно,2024-03-23 13:54:10,,10,62.18333333333333,0,0,1,0,0,0,0,0
410,410,321816.0,2024-03-23 12:51:59,очень классно же,2024-03-23 13:55:35,,16,63.6,0,0,1,0,0,0,0,0
411,411,321816.0,2024-03-23 12:51:59,аккуратненко,2024-03-23 13:55:48,,12,63.81666666666667,0,0,0,0,0,0,0,1
412,412,321816.0,2024-03-23 12:51:59,все молодцы вообще,2024-03-23 13:56:11,,18,64.2,0,0,1,0,0,0,0,0
413,413,321816.0,2024-03-23 12:51:59,хахахах,2024-03-23 13:56:17,,7,64.3,0,0,0,1,0,0,0,0
414,414,321816.0,2024-03-23 12:51:59,бедняга,2024-03-23 13:56:43,,7,64.73333333333333,0,0,0,0,0,0,0,1
415,415,321816.0,2024-03-23 12:51:59,"блин, Саня, ну зачем ты вылетел",2024-03-23 13:57:47,,31,65.8,0,1,0,0,0,0,0,0
416,416,321816.0,2024-03-23 12:51:59,ниче себе красиво,2024-03-23 13:59:15,,17,67.26666666666667,0,0,0,1,0,0,0,0
417,417,321816.0,2024-03-23 12:51:59,"круто! детально, многофункционально, красочно красиво, как будто в мультике
Анимации потрясающие)",2024-03-23 14:01:35,,97,69.6,0,0,1,0,0,0,0,0
418,418,321816.0,2024-03-23 12:51:59,это вообще законно так идеально делать,2024-03-23 14:01:38,,38,69.65,0,0,1,0,0,0,0,0
419,419,321816.0,2024-03-23 12:51:59,я в шоке,2024-03-23 14:01:47,,8,69.8,0,0,0,1,0,0,0,0
420,420,321816.0,2024-03-23 12:51:59,это супер,2024-03-23 14:01:53,,9,69.9,1,0,0,0,0,0,0,0
421,421,321816.0,2024-03-23 12:51:59,все так продуманно,2024-03-23 14:01:54,,18,69.91666666666667,0,0,1,0,0,0,0,0
422,422,321816.0,2024-03-23 12:51:59,вау,2024-03-23 14:01:59,,3,70.0,0,0,0,0,0,1,0,0
423,423,321816.0,2024-03-23 12:51:59,согласна,2024-03-23 14:02:06,,8,70.11666666666666,0,0,0,1,0,0,0,0
424,424,321816.0,2024-03-23 12:51:59,"Саня, лучший проект. Нас интересно, за сколько времени ты его сделал?",2024-03-23 14:02:11,,69,70.2,0,0,1,0,0,0,0,0
425,425,321816.0,2024-03-23 12:51:59,это очень круто,2024-03-23 14:02:19,,15,70.33333333333333,0,0,0,1,0,0,0,0
426,426,321816.0,2024-03-23 12:51:59,шок,2024-03-23 14:02:23,,3,70.4,0,0,0,1,0,0,0,0
427,427,321816.0,2024-03-23 12:51:59,очень красиво,2024-03-23 14:02:34,,13,70.58333333333333,0,0,1,0,0,0,0,0
428,428,321816.0,2024-03-23 12:51:59,ШООК,2024-03-23 14:02:37,,4,70.63333333333334,0,0,0,1,0,0,0,0
429,429,321816.0,2024-03-23 12:51:59,анимированые картинки,2024-03-23 14:03:55,,21,71.93333333333334,0,0,1,0,0,0,0,0
430,430,321816.0,2024-03-23 12:51:59,гифки,2024-03-23 14:04:05,,5,72.1,0,0,0,0,0,1,0,0
431,431,321816.0,2024-03-23 12:51:59,"Саня, это типо видео, но картинка",2024-03-23 14:04:36,,33,72.61666666666666,0,0,0,1,0,0,0,0
432,432,321816.0,2024-03-23 12:51:59,между этого что то,2024-03-23 14:04:41,,18,72.7,0,0,0,1,0,0,0,0
433,433,321816.0,2024-03-23 12:51:59,"Саня, просто имба проект",2024-03-23 14:05:34,,24,73.58333333333333,0,0,0,0,0,1,0,0
434,434,321816.0,2024-03-23 12:51:59,"нет, все шикарно",2024-03-23 14:05:46,,16,73.78333333333333,0,0,0,1,0,0,0,0
435,435,321816.0,2024-03-23 12:51:59,у меня естбь,2024-03-23 14:06:26,,12,74.45,0,0,0,0,0,0,1,0
436,436,321816.0,2024-03-23 12:51:59,за сколько ты сделал проект?,2024-03-23 14:06:31,,28,74.53333333333333,0,0,0,1,0,0,0,0
437,437,321816.0,2024-03-23 12:51:59,ничего себе,2024-03-23 14:06:55,,11,74.93333333333334,0,0,0,0,0,0,1,0
438,438,321816.0,2024-03-23 12:51:59,я тоже кстати на бумаге рисовала и идеи записывала,2024-03-23 14:07:33,,50,75.56666666666666,0,0,1,0,0,0,0,0
439,439,321816.0,2024-03-23 12:51:59,я вот не могу представить что Саня сделает например за год,2024-03-23 14:08:31,,58,76.53333333333333,0,0,0,1,0,0,0,0
440,440,321816.0,2024-03-23 12:51:59,ну реально красиво прям,2024-03-23 14:08:40,,23,76.68333333333334,0,0,1,0,0,0,0,0
441,441,321816.0,2024-03-23 12:51:59,когда начинаешь рассказывать уже не страшно,2024-03-23 14:09:18,,43,77.31666666666666,0,0,1,0,0,0,0,0
442,442,321816.0,2024-03-23 12:51:59,щас подождите,2024-03-23 14:09:40,,13,77.68333333333334,0,0,0,0,0,0,0,1
443,443,321816.0,2024-03-23 12:51:59,она у меня разбита и заклеена ахах,2024-03-23 14:09:48,,34,77.81666666666666,0,1,0,0,0,0,0,0
444,444,321816.0,2024-03-23 12:51:59,у меня темно,2024-03-23 14:09:48,,12,77.81666666666666,0,1,0,0,0,0,0,0
445,445,321816.0,2024-03-23 12:51:59,я не смогу(,2024-03-23 14:09:57,,11,77.96666666666667,0,1,0,0,0,0,0,0
446,446,321816.0,2024-03-23 12:51:59,у меня беспорядок на фоне,2024-03-23 14:10:00,,25,78.01666666666667,0,1,0,0,0,0,0,0
447,447,321816.0,2024-03-23 12:51:59,мы перед занятием стол собирали новый,2024-03-23 14:10:08,,37,78.15,0,0,0,1,0,0,0,0
448,448,321816.0,2024-03-23 12:51:59,фотайте тех кто есть,2024-03-23 14:10:29,,20,78.5,0,0,0,1,0,0,0,0
449,449,321816.0,2024-03-23 12:51:59,"у меня знаете, сушилка на диване, парта у кресла, собака чуть ли не на потолке",2024-03-23 14:11:24,,78,79.41666666666667,0,0,1,0,0,0,0,0
450,450,321816.0,2024-03-23 12:51:59,живу в 1 комнате с сестрой блин,2024-03-23 14:11:50,,31,79.85,0,0,0,0,0,0,1,0
451,451,321816.0,2024-03-23 12:51:59,"о, я был в программировании Roblox Studio",2024-03-23 14:12:14,,41,80.25,0,1,0,0,0,0,0,0
452,452,321816.0,2024-03-23 12:51:59,хочу записаться на Unity,2024-03-23 14:12:35,,24,80.6,0,0,0,1,0,0,0,0
453,453,321816.0,2024-03-23 12:51:59,чат GPT,2024-03-23 14:14:16,,7,82.28333333333333,0,0,0,1,0,0,0,0
454,454,321816.0,2024-03-23 12:51:59,этот чат классный очень,2024-03-23 14:14:32,,23,82.55,0,0,1,0,0,0,0,0
455,455,321816.0,2024-03-23 12:51:59,я тоже,2024-03-23 14:14:53,,6,82.9,0,0,0,1,0,0,0,0
456,456,321816.0,2024-03-23 12:51:59,и в фотошопе,2024-03-23 14:15:03,,12,83.06666666666666,0,0,1,0,0,0,0,0
457,457,321816.0,2024-03-23 12:51:59,о я в html изучал,2024-03-23 14:15:38,,17,83.65,0,0,0,1,0,0,0,0
458,458,321816.0,2024-03-23 12:51:59,а фотошоп платный?,2024-03-23 14:15:46,,18,83.78333333333333,0,0,0,1,0,0,0,0
459,459,321816.0,2024-03-23 12:51:59,вроде платная версия есть,2024-03-23 14:16:34,,25,84.58333333333333,0,0,0,0,0,1,0,0
460,460,321816.0,2024-03-23 12:51:59,"опа, 2 скидка",2024-03-23 14:16:47,,13,84.8,0,0,0,1,0,0,0,0
461,461,321816.0,2024-03-23 12:51:59,давайте,2024-03-23 14:16:53,,7,84.9,0,0,0,0,1,0,0,0
462,462,321816.0,2024-03-23 12:51:59,а вы скините сертификат в бумажном виде?,2024-03-23 14:17:54,,40,85.91666666666667,0,0,1,0,0,0,0,0
463,463,321816.0,2024-03-23 12:51:59,мама этого ждет,2024-03-23 14:18:05,,15,86.1,0,0,0,0,0,0,0,1
464,464,321816.0,2024-03-23 12:51:59,хотите прикол?,2024-03-23 14:18:48,,14,86.81666666666666,0,0,1,0,0,0,0,0
465,465,321816.0,2024-03-23 12:51:59,Сертификат Создомов Арсений 27 января,2024-03-23 14:19:02,,37,87.05,1,0,0,0,0,0,0,0
466,466,321816.0,2024-03-23 12:51:59,2024,2024-03-23 14:19:10,,4,87.18333333333334,0,0,0,1,0,0,0,0
467,467,321816.0,2024-03-23 12:51:59,73 февраля 8095 года,2024-03-23 14:20:00,,20,88.01666666666667,0,0,0,1,0,0,0,0
468,468,321816.0,2024-03-23 12:51:59,а где еще раз сертификат,2024-03-23 14:20:26,,24,88.45,0,0,0,1,0,0,0,0
469,469,321816.0,2024-03-23 12:51:59,у меня показывает недоступно,2024-03-23 14:21:10,,28,89.18333333333334,0,0,0,1,0,0,0,0
470,470,321816.0,2024-03-23 12:51:59,давайте на последок обнимемся,2024-03-23 14:21:21,,29,89.36666666666666,1,0,0,0,0,0,0,0
471,471,321816.0,2024-03-23 12:51:59,"о, а подарки я люблю",2024-03-23 14:21:53,,20,89.9,0,0,1,0,0,0,0,0
472,472,321816.0,2024-03-23 12:51:59,ваау,2024-03-23 14:22:16,,4,90.28333333333332,0,0,0,1,0,0,0,0
473,473,321816.0,2024-03-23 12:51:59,Спасибо!!!!,2024-03-23 14:23:33,,11,91.56666666666666,1,0,0,0,0,0,0,0
474,474,321816.0,2024-03-23 12:51:59,вам тоже спасибо большое,2024-03-23 14:23:34,,24,91.58333333333331,0,0,0,0,1,0,0,0
475,475,321816.0,2024-03-23 12:51:59,и вам спасибо,2024-03-23 14:23:41,,13,91.7,0,0,0,0,1,0,0,0
476,476,321816.0,2024-03-23 12:51:59,Спасибо),2024-03-23 14:23:41,,8,91.7,0,0,0,0,1,0,0,0
477,477,321816.0,2024-03-23 12:51:59,буду скучать по всем,2024-03-23 14:23:48,,20,91.81666666666666,0,0,0,0,0,0,0,1
478,478,321816.0,2024-03-23 12:51:59,спасибо вам,2024-03-23 14:23:50,,11,91.85,0,0,0,0,1,0,0,0
479,479,321816.0,2024-03-23 12:51:59,я тоже буду скучать по урокам,2024-03-23 14:24:01,,29,92.03333333333332,0,0,0,1,0,0,0,0
480,480,321816.0,2024-03-23 12:51:59,и всем вам,2024-03-23 14:24:34,,10,92.58333333333331,0,0,1,0,0,0,0,0
481,481,321816.0,2024-03-23 12:51:59,досвидания!,2024-03-23 14:24:50,,11,92.85,0,0,1,0,0,0,0,0
482,482,321816.0,2024-03-23 12:51:59,пока(,2024-03-23 14:24:52,,5,92.88333333333334,1,0,0,0,0,0,0,0
483,483,321816.0,2024-03-23 12:51:59,всем успехов,2024-03-23 14:24:54,,12,92.91666666666669,0,0,1,0,0,0,0,0
484,484,321816.0,2024-03-23 12:51:59,а обняться,2024-03-23 14:24:55,,10,92.93333333333334,1,0,0,0,0,0,0,0
485,485,321816.0,2024-03-23 12:51:59,покаа(,2024-03-23 14:24:55,,6,92.93333333333334,0,0,0,0,0,0,0,1
486,486,321816.0,2024-03-23 12:51:59,покаа,2024-03-23 14:24:58,,5,92.98333333333332,1,0,0,0,0,0,0,0
487,487,323051.0,2024-03-03 07:50:37,что-то нас много,2024-03-03 08:00:41,,16,10.066666666666666,0,0,0,1,0,0,0,0
488,488,323051.0,2024-03-03 07:50:37,слишком,2024-03-03 08:00:53,,7,10.266666666666667,0,0,0,1,0,0,0,0
489,489,323051.0,2024-03-03 07:50:37,все сделали проект?,2024-03-03 08:00:59,,19,10.366666666666667,0,0,0,0,1,0,0,0
490,490,323051.0,2024-03-03 07:50:37,ну я вроде сделал,2024-03-03 08:01:06,,17,10.483333333333333,0,0,1,0,0,0,0,0
491,491,323051.0,2024-03-03 07:50:37,у меня дискорд бот,2024-03-03 08:01:10,,18,10.55,0,0,1,0,0,0,0,0
492,492,323051.0,2024-03-03 07:50:37,"у меня тоже вроде,но тянет на 3",2024-03-03 08:01:19,,31,10.7,0,0,0,0,0,0,0,1
493,493,323051.0,2024-03-03 07:50:37,сайт,2024-03-03 08:01:25,,4,10.8,0,0,0,1,0,0,0,0
494,494,323051.0,2024-03-03 07:50:37,а тут что оценка будет?,2024-03-03 08:01:34,,23,10.95,0,0,0,1,0,0,0,0
495,495,323051.0,2024-03-03 07:50:37,у меня такой себе проект,2024-03-03 08:01:37,,24,11.0,0,0,0,0,0,0,0,1
496,496,323051.0,2024-03-03 07:50:37,не зн,2024-03-03 08:01:44,,5,11.116666666666667,0,0,0,1,0,0,0,0
497,497,323051.0,2024-03-03 07:50:37,не знаю,2024-03-03 08:01:44,,7,11.116666666666667,0,0,0,1,0,0,0,0
498,498,323051.0,2024-03-03 07:50:37,просто сам себя оценил по 5 шкале,2024-03-03 08:01:53,,33,11.266666666666667,0,0,1,0,0,0,0,0
499,499,323051.0,2024-03-03 07:50:37,там же вроде зачет/ не зачет,2024-03-03 08:01:53,,28,11.266666666666667,0,0,0,1,0,0,0,0
500,500,323051.0,2024-03-03 07:50:37,было бы время мб бы доделал,2024-03-03 08:02:04,,27,11.45,0,0,0,1,0,0,0,0
501,501,323051.0,2024-03-03 07:50:37,у нас учитель 8 часов назад в онлайне был,2024-03-03 08:02:12,,41,11.583333333333334,0,0,0,0,0,0,0,1
502,502,323051.0,2024-03-03 07:50:37,мне кажется он может не зайти),2024-03-03 08:02:19,,30,11.7,0,0,0,0,0,0,0,1
503,503,323051.0,2024-03-03 07:50:37,я делал его сегдня 4 часа(доделывал),2024-03-03 08:02:22,,36,11.75,0,0,0,0,0,0,0,1
504,504,323051.0,2024-03-03 07:50:37,мне 2 проекта надо делать,2024-03-03 08:02:35,,25,11.966666666666669,0,0,0,1,0,0,0,0
505,505,323051.0,2024-03-03 07:50:37,я его за 4 часа написал где то,2024-03-03 08:02:38,,30,12.016666666666667,0,0,0,0,0,0,0,1
506,506,323051.0,2024-03-03 07:50:37,багов было много,2024-03-03 08:02:43,,16,12.1,0,1,0,0,0,0,0,0
507,507,323051.0,2024-03-03 07:50:37,у меня бот на команды по реакциям,2024-03-03 08:02:56,,33,12.316666666666666,0,0,1,0,0,0,0,0
508,508,323051.0,2024-03-03 07:50:37,у меня там пол ссылок на сайты заблочены),2024-03-03 08:03:13,,41,12.6,0,0,0,0,1,0,0,0
509,509,323051.0,2024-03-03 07:50:37,я сначала хотел бота сделать но что то перезахотелось,2024-03-03 08:03:18,,53,12.683333333333334,0,1,0,0,0,0,0,0
510,510,323051.0,2024-03-03 07:50:37,былти,2024-03-03 08:03:21,,5,12.733333333333333,0,0,0,0,0,0,1,0
511,511,323051.0,2024-03-03 07:50:37,были*?,2024-03-03 08:03:27,,6,12.833333333333334,0,0,0,1,0,0,0,0
512,512,323051.0,2024-03-03 07:50:37,да бот это дичь какая-то,2024-03-03 08:03:32,,24,12.916666666666666,0,0,0,0,0,0,1,0
513,513,323051.0,2024-03-03 07:50:37,из за чего?,2024-03-03 08:03:33,,11,12.933333333333334,0,0,0,1,0,0,0,0
514,514,323051.0,2024-03-03 07:50:37,такая мутная темка,2024-03-03 08:03:42,,18,13.083333333333334,0,0,0,1,0,0,0,0
515,515,323051.0,2024-03-03 07:50:37,опера не пропускала на сайты,2024-03-03 08:03:44,,28,13.116666666666667,0,0,0,0,0,0,0,1
516,516,323051.0,2024-03-03 07:50:37,я еле как написал что-то на нем,2024-03-03 08:03:55,,31,13.3,0,0,0,1,0,0,0,0
517,517,323051.0,2024-03-03 07:50:37,так через другие браузеры не?,2024-03-03 08:03:57,,29,13.333333333333334,0,0,0,1,0,0,0,0
518,518,323051.0,2024-03-03 07:50:37,"мк11,маджика 2, типа того",2024-03-03 08:03:58,,25,13.35,0,0,1,0,0,0,0,0
519,519,323051.0,2024-03-03 07:50:37,так я доделал,2024-03-03 08:04:10,,13,13.55,0,0,0,1,0,0,0,0
520,520,323051.0,2024-03-03 07:50:37,плохое,2024-03-03 08:04:20,,6,13.716666666666669,0,1,0,0,0,0,0,0
521,521,323051.0,2024-03-03 07:50:37,ужс,2024-03-03 08:04:28,,3,13.85,0,0,0,0,0,0,1,0
522,522,323051.0,2024-03-03 07:50:37,я вам писал,2024-03-03 08:04:46,,11,14.15,0,0,0,1,0,0,0,0
523,523,323051.0,2024-03-03 07:50:37,вы только сейчас зашли,2024-03-03 08:04:54,,22,14.283333333333331,0,0,1,0,0,0,0,0
524,524,323051.0,2024-03-03 07:50:37,в телеграм всмысле,2024-03-03 08:04:59,,18,14.366666666666667,0,0,1,0,0,0,0,0
525,525,323051.0,2024-03-03 07:50:37,все равно-страшно,2024-03-03 08:05:17,,17,14.666666666666666,0,0,0,1,0,0,0,0
526,526,323051.0,2024-03-03 07:50:37,"о,ура",2024-03-03 08:05:32,,5,14.916666666666666,0,0,0,1,0,0,0,0
527,527,323051.0,2024-03-03 07:50:37,через неделю?,2024-03-03 08:05:32,,13,14.916666666666666,0,0,0,1,0,0,0,0
528,528,323051.0,2024-03-03 07:50:37,я на перездачу,2024-03-03 08:05:36,,14,14.983333333333333,0,0,0,0,0,0,0,1
529,529,323051.0,2024-03-03 07:50:37,пересдачу*,2024-03-03 08:05:43,,10,15.1,0,0,0,1,0,0,0,0
530,530,323051.0,2024-03-03 07:50:37,2,2024-03-03 08:08:30,,1,17.883333333333333,0,0,0,1,0,0,0,0
531,531,323051.0,2024-03-03 07:50:37,че-та много,2024-03-03 08:09:58,,11,19.35,0,0,0,1,0,0,0,0
532,532,323051.0,2024-03-03 07:50:37,награду? сертификат всмысле?,2024-03-03 08:09:59,,28,19.366666666666667,0,0,0,1,0,0,0,0
533,533,323051.0,2024-03-03 07:50:37,что это,2024-03-03 08:11:37,,7,21.0,0,0,0,1,0,0,0,0
534,534,323051.0,2024-03-03 07:50:37,а как(?,2024-03-03 08:13:18,,7,22.683333333333334,0,0,0,1,0,0,0,0
535,535,323051.0,2024-03-03 07:50:37,куда заходить,2024-03-03 08:13:25,,13,22.8,0,0,0,1,0,0,0,0
536,536,323051.0,2024-03-03 07:50:37,на экране,2024-03-03 08:13:30,,9,22.883333333333333,0,0,0,1,0,0,0,0
537,537,323051.0,2024-03-03 07:50:37,нажимай,2024-03-03 08:13:31,,7,22.9,0,0,0,1,0,0,0,0
538,538,323051.0,2024-03-03 07:50:37,так не заходит,2024-03-03 08:13:40,,14,23.05,0,0,0,1,0,0,0,0
539,539,323051.0,2024-03-03 07:50:37,на демке,2024-03-03 08:13:50,,8,23.216666666666665,0,0,0,1,0,0,0,0
540,540,323051.0,2024-03-03 07:50:37,можешь управлять,2024-03-03 08:13:54,,16,23.28333333333333,0,0,0,0,0,0,1,0
541,541,323051.0,2024-03-03 07:50:37,поропубуй,2024-03-03 08:14:00,,9,23.383333333333333,0,0,0,0,1,0,0,0
542,542,323051.0,2024-03-03 07:50:37,"чта,да я тупой,пасиб",2024-03-03 08:14:07,,20,23.5,0,0,0,1,0,0,0,0
543,543,323051.0,2024-03-03 07:50:37,что*,2024-03-03 08:14:13,,4,23.6,0,0,0,1,0,0,0,0
544,544,323051.0,2024-03-03 07:50:37,у меня только собака,2024-03-03 08:25:47,,20,35.166666666666664,0,0,0,0,0,0,0,1
545,545,323051.0,2024-03-03 07:50:37,я щас приду(мне отойти надо),2024-03-03 08:25:50,,28,35.21666666666667,1,0,0,0,0,0,0,0
546,546,323051.0,2024-03-03 07:50:37,у меня кот,2024-03-03 08:25:54,,10,35.28333333333333,0,0,0,0,0,0,0,1
547,547,323051.0,2024-03-03 07:50:37,"а те, кого нет, будут сдавать в след. срок?",2024-03-03 08:27:56,,43,37.31666666666667,0,0,0,1,0,0,0,0
548,548,323051.0,2024-03-03 07:50:37,бро ушел куда то,2024-03-03 08:28:25,,16,37.8,0,1,0,0,0,0,0,0
549,549,323051.0,2024-03-03 07:50:37,ф вроде выполнил свое персональное дз,2024-03-03 08:28:57,,37,38.333333333333336,1,0,0,0,0,0,0,0
550,550,323051.0,2024-03-03 07:50:37,я*,2024-03-03 08:28:59,,2,38.36666666666667,0,0,1,0,0,0,0,0
551,551,323051.0,2024-03-03 07:50:37,микрофон появился,2024-03-03 08:29:11,,17,38.56666666666667,0,0,1,0,0,0,0,0
552,552,323051.0,2024-03-03 07:50:37,откуда,2024-03-03 08:29:16,,6,38.65,0,0,0,1,0,0,0,0
553,553,323051.0,2024-03-03 07:50:37,вроде!,2024-03-03 08:29:17,,6,38.66666666666666,0,0,1,0,0,0,0,0
554,554,323051.0,2024-03-03 07:50:37,нашел,2024-03-03 08:29:23,,5,38.766666666666666,0,0,1,0,0,0,0,0
555,555,323051.0,2024-03-03 07:50:37,украл микрофон бро,2024-03-03 08:29:33,,18,38.93333333333333,0,0,0,0,0,0,1,0
556,556,323051.0,2024-03-03 07:50:37,у меня 29 лол щтоо,2024-03-03 08:29:56,,18,39.31666666666667,0,0,0,0,0,0,0,1
557,557,323051.0,2024-03-03 07:50:37,"да,бро",2024-03-03 08:29:59,,6,39.36666666666667,0,0,0,1,0,0,0,0
558,558,323051.0,2024-03-03 07:50:37,"я не знаю,смогу ли включить микро",2024-03-03 08:30:29,,33,39.86666666666667,0,0,0,1,0,0,0,0
559,559,323051.0,2024-03-03 07:50:37,да емае,2024-03-03 08:31:29,,7,40.86666666666667,0,0,0,1,0,0,0,0
560,560,323051.0,2024-03-03 07:50:37,камера видимо того,2024-03-03 08:31:39,,18,41.03333333333333,0,0,1,0,0,0,0,0
561,561,323051.0,2024-03-03 07:50:37,нету,2024-03-03 08:35:46,,4,45.15,0,0,0,1,0,0,0,0
562,562,323051.0,2024-03-03 07:50:37,Проект хороший,2024-03-03 08:35:55,,14,45.3,0,0,1,0,0,0,0,0
563,563,323051.0,2024-03-03 07:50:37,"крутой проект""!",2024-03-03 08:36:00,,15,45.38333333333333,0,0,1,0,0,0,0,0
564,564,323051.0,2024-03-03 07:50:37,"согласен,крутой прект",2024-03-03 08:36:06,,21,45.48333333333333,0,0,1,0,0,0,0,0
565,565,323051.0,2024-03-03 07:50:37,проект*,2024-03-03 08:36:09,,7,45.53333333333333,0,0,0,1,0,0,0,0
566,566,323051.0,2024-03-03 07:50:37,Я бы улучшил GUI-часть,2024-03-03 08:36:09,,22,45.53333333333333,0,0,0,1,0,0,0,0
567,567,323051.0,2024-03-03 07:50:37,в некоторых местах трудно читаемо,2024-03-03 08:36:44,,33,46.11666666666667,0,0,0,1,0,0,0,0
568,568,323051.0,2024-03-03 07:50:37,можно border сделать,2024-03-03 08:37:11,,20,46.56666666666667,0,0,1,0,0,0,0,0
569,569,323051.0,2024-03-03 07:50:37,контур,2024-03-03 08:37:18,,6,46.68333333333333,0,0,1,0,0,0,0,0
570,570,323051.0,2024-03-03 07:50:37,я видимо не буду сегодня сдавать,2024-03-03 08:37:46,,32,47.15,0,0,0,0,0,0,0,1
571,571,323051.0,2024-03-03 07:50:37,техн неполадок много,2024-03-03 08:37:53,,20,47.266666666666666,0,1,0,0,0,0,0,0
572,572,323051.0,2024-03-03 07:50:37,"микрофон,камера",2024-03-03 08:38:00,,15,47.38333333333333,0,0,0,1,0,0,0,0
573,573,323051.0,2024-03-03 07:50:37,не работает,2024-03-03 08:38:05,,11,47.46666666666667,0,1,0,0,0,0,0,0
574,574,323051.0,2024-03-03 07:50:37,пробовал,2024-03-03 08:38:13,,8,47.6,0,0,0,1,0,0,0,0
575,575,323051.0,2024-03-03 07:50:37,даже найти не может(,2024-03-03 08:38:38,,20,48.016666666666666,0,0,0,1,0,0,0,0
576,576,323051.0,2024-03-03 07:50:37,неплохо,2024-03-03 08:41:32,,7,50.91666666666666,0,0,0,1,0,0,0,0
577,577,323051.0,2024-03-03 07:50:37,хорший,2024-03-03 08:41:36,,6,50.98333333333333,0,0,0,1,0,0,0,0
578,578,323051.0,2024-03-03 07:50:37,Очень хорошо,2024-03-03 08:41:37,,12,51.0,0,0,0,1,0,0,0,0
579,579,323051.0,2024-03-03 07:50:37,перемещать в другие каналы,2024-03-03 08:42:27,,26,51.833333333333336,0,0,0,1,0,0,0,0
580,580,323051.0,2024-03-03 07:50:37,не слышно,2024-03-03 08:43:59,,9,53.36666666666667,0,1,0,0,0,0,0,0
581,581,323051.0,2024-03-03 07:50:37,круто,2024-03-03 08:47:33,,5,56.93333333333333,0,0,1,0,0,0,0,0
582,582,323051.0,2024-03-03 07:50:37,Очень классный сайт!,2024-03-03 08:47:41,,20,57.06666666666667,0,0,0,0,1,0,0,0
583,583,323051.0,2024-03-03 07:50:37,https://3bc54df6-38f1-4eb6-bf67-9ea288ddb010-00-2ha7cu5l70rzu.pike.replit.dev/recipe,2024-03-03 08:48:23,,84,57.766666666666666,0,0,0,0,1,0,0,0
584,584,323051.0,2024-03-03 07:50:37,вроде все хорошо,2024-03-03 08:53:25,,16,62.8,0,0,1,0,0,0,0,0
585,585,323051.0,2024-03-03 07:50:37,Крутая идея!,2024-03-03 08:53:32,,12,62.91666666666666,0,0,1,0,0,0,0,0
586,586,323051.0,2024-03-03 07:50:37,нет(,2024-03-03 08:54:48,,4,64.18333333333334,0,0,0,1,0,0,0,0
587,587,323051.0,2024-03-03 07:50:37,я скорее всего не сейчас сдавать буду,2024-03-03 08:55:25,,37,64.8,0,0,0,0,0,0,0,1
